Date,EUR,INR,ISK,JPY,KRW,NOK
04-14-2015,0.94581,62.390999,138.089996,120.058998,1099.890015,8.0828
04-15-2015,0.93922,62.313999,137.240005,119.457001,1090.300049,7.9529
04-16-2015,0.93661,62.389999,135.619995,119.142998,1093.619995,7.80982
04-17-2015,0.92975,62.326,134.860001,119.043999,1082.589966,7.75091
04-20-2015,0.92505,62.542999,136.210007,118.818001,1081.890015,7.8281
04-21-2015,0.93045,63.145,136.919998,119.195,1081.180054,7.87702
04-22-2015,0.93095,62.877998,135.690002,119.633003,1081.319946,7.87564
04-23-2015,0.93233,62.935001,136.919998,119.949997,1083,7.89599
04-24-2015,0.92464,63.286999,135.529999,119.570999,1080.02002,7.83785
04-27-2015,0.92005,63.654999,135.429993,118.927002,1074.380005,7.78138
04-28-2015,0.91929,63.139999,133.869995,119.125999,1067.810059,7.73142
04-29-2015,0.91165,63.033001,132.929993,118.822998,1062.849976,7.6476
04-30-2015,0.89974,63.442001,130.809998,118.970001,1068.969971,7.52324
05-01-2015,0.89169,63.522999,132.929993,119.452003,1075.060059,7.53827
05-04-2015,0.89398,63.522999,131.779999,120.136002,1075.060059,7.6039
05-05-2015,0.89693,63.592999,132.039993,120.099998,1078.75,7.58364
05-06-2015,0.89395,63.344002,130.800003,119.921997,1079.579956,7.57974
05-07-2015,0.88172,63.66,130.130005,119.397003,1078.670044,7.4277
05-08-2015,0.88913,64.082001,131.830002,119.709,1091.890015,7.46092
05-11-2015,0.89333,63.703999,132.339996,119.779999,1085.800049,7.48947
05-12-2015,0.89731,64.019997,131.339996,120.130997,1095.949951,7.56543
05-13-2015,0.89115,64.210999,131.619995,119.834999,1092.380005,7.47706
05-14-2015,0.88102,64.043999,131.339996,119.160004,1091.400024,7.38755
05-15-2015,0.87681,63.408001,131.339996,119.191002,1088.23999,7.3719
05-18-2015,0.87374,63.432999,129.190002,119.330002,1081.839966,7.3167
05-19-2015,0.88291,63.729,131.889999,119.900002,1088.23999,7.40063
05-20-2015,0.89713,63.785,133,120.652,1093.5,7.53276
05-21-2015,0.90084,63.625,132.289993,121.211998,1095.410034,7.5706
05-22-2015,0.89994,63.625999,131.960007,121.039001,1091.47998,7.55703
05-25-2015,0.90967,63.483002,132.289993,121.570999,1094.75,7.65182
05-26-2015,0.91148,63.570999,134.820007,121.599998,1095.75,7.6492
05-27-2015,0.91837,63.976002,135.539993,122.986,1105.869995,7.7479
05-28-2015,0.91743,63.874001,134.600006,123.739998,1107.420044,7.7768
05-29-2015,0.91238,63.825001,134.160004,123.82,1107,7.79161
06-01-2015,0.91258,63.736,134.649994,124.193001,1111.420044,7.78011
06-02-2015,0.9155,63.610001,133.580002,124.847,1113.800049,7.9573
06-03-2015,0.89686,63.661999,132.5,124.036003,1106.530029,7.8313
06-04-2015,0.88827,64.058998,130.520004,124.304001,1105.689941,7.76647
06-05-2015,0.89223,64.000999,131.929993,124.379997,1111.699951,7.7721
06-08-2015,0.90024,63.762001,133.009995,125.628998,1122.300049,7.96215
06-09-2015,0.88645,63.976002,132.169998,124.563004,1117.109985,7.81795
